Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,"Less than a high school diploma, 2009-2013","High school diploma only, 2009-2013","Some college or associate's degree, 2009-2013","Bachelor's degree or higher, 2009-2013","Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2013
Texas-San Jacinto County,Texas,San Jacinto County,48,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,840","7,284","4,924","2,179",21,40,27,12,"11,493","10,633",860,8,"11,478","10,817",661,6,"42,320"
Texas-San Patricio County,Texas,San Patricio County,48,409,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,"9,473","12,111","13,494","6,058",23,29,33,15,"30,771","28,584","2,187",7,"31,155","29,229","1,926",6,"46,781"
Texas-San Saba County,Texas,San Saba County,48,411,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,815,"1,548","1,371",561,19,36,32,13,"2,283","2,152",131,6,"2,256","2,152",104,5,"36,030"
Texas-Schleicher County,Texas,Schleicher County,48,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,573,488,427,24,29,25,22,"1,810","1,747",63,4,"1,802","1,748",54,3,"50,402"
Texas-Scurry County,Texas,Scurry County,48,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"2,643","2,966","3,860","1,592",24,27,35,14,"8,599","8,245",354,4,"8,659","8,369",290,3,"53,219"
Texas-Shackelford County,Texas,Shackelford County,48,417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,298,749,670,586,13,33,29,25,"2,306","2,231",75,3,"2,443","2,376",67,3,"51,116"
Texas-Shelby County,Texas,Shelby County,48,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,700","6,208","4,281","2,262",22,38,26,14,"11,665","10,814",851,7,"11,678","10,998",680,6,"36,565"
Texas-Sherman County,Texas,Sherman County,48,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,530,519,369,23,29,28,20,"1,486","1,426",60,4,"1,520","1,471",49,3,"48,054"
Texas-Smith County,Texas,Smith County,48,423,0,0,1,0,0,0,2,2,0,1,1,0,0,2,0,"20,022","35,864","46,450","33,235",15,26,34,25,"102,005","95,403","6,602",7,"102,952","97,622","5,330",5,"47,711"
Texas-Somervell County,Texas,Somervell County,48,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,"1,417","1,730","1,647",16,25,30,29,"4,161","3,913",248,6,"4,221","4,009",212,5,"56,282"
Texas-Starr County,Texas,Starr County,48,427,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,"18,600","7,392","4,898","2,907",55,22,14,9,"26,412","22,497","3,915",15,"26,234","22,690","3,544",14,"25,408"
Texas-Stephens County,Texas,Stephens County,48,429,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,"1,231","2,190","1,930",991,19,35,30,16,"4,223","4,007",216,5,"4,313","4,127",186,4,"43,779"
Texas-Sterling County,Texas,Sterling County,48,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,271,203,193,23,31,23,22,755,726,29,4,805,783,22,3,"57,266"
Texas-Stonewall County,Texas,Stonewall County,48,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,299,248,203,25,30,25,20,710,677,33,5,717,689,28,4,"42,158"
Texas-Sutton County,Texas,Sutton County,48,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,775,743,459,23,30,29,18,"2,073","1,980",93,5,"2,076","2,003",73,4,"59,098"
Texas-Swisher County,Texas,Swisher County,48,437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1,074","1,792","1,274",805,22,36,26,16,"2,974","2,725",249,8,"2,909","2,730",179,6,"35,601"
Texas-Tarrant County,Texas,Tarrant County,48,439,6,27,7,5,5,3,3,2,19,22,17,5,2,5,2,"179,495","276,711","361,696","341,509",15,24,31,29,"985,073","926,106","58,967",6,"998,520","948,786","49,734",5,"56,906"
Texas-Taylor County,Texas,Taylor County,48,441,2,1,2,0,1,1,1,0,2,6,1,0,3,2,0,"11,760","23,270","25,958","19,680",15,29,32,24,"64,895","61,515","3,380",5,"65,174","62,435","2,739",4,"44,081"
Texas-Terrell County,Texas,Terrell County,48,443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,197,197,120,26,29,29,17,526,501,25,5,506,485,21,4,"36,712"
Texas-Terry County,Texas,Terry County,48,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,512","2,215","2,146","1,262",31,27,26,16,"5,554","5,228",326,6,"5,608","5,363",245,4,"37,489"
Texas-Throckmorton County,Texas,Throckmorton County,48,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,357,358,235,20,30,30,20,798,759,39,5,838,805,33,4,"41,582"
Texas-Titus County,Texas,Titus County,48,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,361","5,180","6,040","2,665",28,27,31,14,"13,120","12,159",961,7,"13,075","12,253",822,6,"40,501"
Texas-Tom Green County,Texas,Tom Green County,48,451,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,"12,242","21,721","21,292","15,188",17,31,30,22,"54,443","51,664","2,779",5,"54,752","52,541","2,211",4,"45,405"
Texas-Travis County,Texas,Travis County,48,453,4,7,38,12,27,17,2,2,8,8,4,9,3,6,4,"89,207","116,344","173,317","308,353",13,17,25,45,"632,318","600,742","31,576",5,"649,426","623,322","26,104",4,"60,372"
Texas-Trinity County,Texas,Trinity County,48,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,950","4,753","2,700","1,028",19,46,26,10,"5,580","5,175",405,7,"5,600","5,265",335,6,"33,447"
Texas-Tyler County,Texas,Tyler County,48,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,651","6,246","4,700","1,826",17,40,30,12,"7,624","6,851",773,10,"7,621","7,011",610,8,"40,986"
Texas-Upshur County,Texas,Upshur County,48,459,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"4,664","9,392","9,058","3,535",18,35,34,13,"18,603","17,427","1,176",6,"18,659","17,709",950,5,"46,489"
Texas-Upton County,Texas,Upton County,48,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,744,595,247,26,35,28,12,"1,717","1,647",70,4,"1,869","1,810",59,3,"54,549"
Texas-Uvalde County,Texas,Uvalde County,48,463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,025","3,809","5,080","2,357",31,23,31,14,"11,995","11,161",834,7,"11,706","11,036",670,6,"35,813"
Texas-Val Verde County,Texas,Val Verde County,48,465,3,0,3,2,0,1,0,1,0,0,0,0,0,0,0,"9,564","8,223","6,767","4,450",33,28,23,15,"19,701","18,258","1,443",7,"19,610","18,494","1,116",6,"38,645"
Texas-Van Zandt County,Texas,Van Zandt County,48,467,0,0,0,0,0,0,1,2,2,2,0,0,1,1,0,"6,817","13,578","10,919","4,901",19,37,30,14,"23,932","22,390","1,542",6,"24,071","22,808","1,263",5,"43,220"
Texas-Victoria County,Texas,Victoria County,48,469,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"10,348","17,836","19,283","9,240",18,31,34,16,"46,000","43,578","2,422",5,"46,553","44,624","1,929",4,"51,544"
Texas-Walker County,Texas,Walker County,48,471,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,"8,054","15,351","12,682","7,869",18,35,29,18,"23,204","21,686","1,518",7,"23,290","22,038","1,252",5,"40,092"
Texas-Waller County,Texas,Waller County,48,473,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,"4,698","9,228","6,059","4,673",19,37,25,19,"20,915","19,576","1,339",6,"21,272","20,202","1,070",5,"49,326"
Texas-Ward County,Texas,Ward County,48,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,930","2,280","1,801",862,28,33,26,13,"5,540","5,283",257,5,"6,004","5,794",210,4,"51,026"
Texas-Washington County,Texas,Washington County,48,477,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"4,314","6,631","6,367","5,307",19,29,28,23,"15,784","14,931",853,5,"15,898","15,175",723,5,"49,472"
Texas-Webb County,Texas,Webb County,48,479,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,"49,253","30,120","34,527","23,604",36,22,25,17,"110,776","104,043","6,733",6,"111,815","106,141","5,674",5,"38,652"
Texas-Wharton County,Texas,Wharton County,48,481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"6,721","8,796","7,184","3,893",25,33,27,15,"21,587","20,313","1,274",6,"21,768","20,749","1,019",5,"42,862"
Texas-Wheeler County,Texas,Wheeler County,48,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,"1,171","1,156",687,19,31,31,18,"3,148","3,014",134,4,"3,129","3,018",111,4,"51,922"
Texas-Wichita County,Texas,Wichita County,48,485,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,"12,269","27,209","26,779","16,716",15,33,32,20,"57,548","54,214","3,334",6,"57,054","54,276","2,778",5,"43,473"
Texas-Wilbarger County,Texas,Wilbarger County,48,487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1,809","2,630","2,759","1,424",21,31,32,17,"5,798","5,468",330,6,"5,382","5,117",265,5,"37,840"
Texas-Willacy County,Texas,Willacy County,48,489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"5,106","4,316","2,886","1,194",38,32,21,9,"7,455","6,290","1,165",16,"7,250","6,355",895,12,"28,945"
Texas-Williamson County,Texas,Williamson County,48,491,1,0,2,1,2,1,0,2,1,1,2,3,1,1,1,"22,665","58,222","94,314","107,608",8,21,33,38,"247,532","234,604","12,928",5,"254,484","243,539","10,945",4,"71,252"
Texas-Wilson County,Texas,Wilson County,48,493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,479","10,135","9,256","5,225",15,35,32,18,"22,295","21,135","1,160",5,"22,692","21,757",935,4,"60,844"
Texas-Winkler County,Texas,Winkler County,48,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,323","1,320","1,364",425,30,30,31,10,"3,334","3,161",173,5,"3,369","3,226",143,4,"54,294"
Texas-Wise County,Texas,Wise County,48,497,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,"6,388","14,642","12,061","6,353",16,37,31,16,"28,510","26,821","1,689",6,"28,873","27,486","1,387",5,"58,392"
Texas-Wood County,Texas,Wood County,48,499,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,"5,068","10,936","9,328","5,174",17,36,31,17,"16,770","15,573","1,197",7,"16,781","15,790",991,6,"45,763"
Texas-Yoakum County,Texas,Yoakum County,48,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,429","1,341","1,319",719,30,28,27,15,"4,229","4,068",161,4,"4,334","4,203",131,3,"57,995"
Texas-Young County,Texas,Young County,48,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,688","4,227","3,552","2,100",21,34,28,17,"8,606","8,167",439,5,"8,749","8,392",357,4,"44,372"
Texas-Zapata County,Texas,Zapata County,48,505,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"3,537","2,041","1,579",666,45,26,20,9,"7,090","6,652",438,6,"7,022","6,658",364,5,"34,506"
Texas-Zavala County,Texas,Zavala County,48,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,684","1,606","1,844",634,40,24,27,9,"4,022","3,445",577,14,"3,852","3,376",476,12,"25,291"
Texas-Texas,Texas,Texas,48,999,0,0,0,1,7,0,0,0,0,0,0,0,0,4,0,"3,028,244","4,070,700","4,695,368","4,285,995",19,25,29,27,"12,904,629","12,104,092","800,537",6,"13,111,548","12,447,551","663,997",5,"51,714"
Utah-Beaver County,Utah,Beaver County,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,"1,446","1,390",653,9,38,36,17,"3,029","2,886",143,5,"2,968","2,851",117,4,"46,138"
Utah-Box Elder County,Utah,Box Elder County,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,412","9,427","11,106","6,187",8,32,38,21,"23,231","22,108","1,123",5,"23,557","22,650",907,4,"60,372"
Utah-Cache County,Utah,Cache County,49,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"4,339","12,379","19,591","21,278",8,21,34,37,"57,938","55,605","2,333",4,"58,894","57,003","1,891",3,"49,556"
Utah-Carbon County,Utah,Carbon County,49,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1,869","3,798","5,961","1,675",14,29,45,13,"8,975","8,400",575,6,"8,701","8,251",450,5,"44,594"
Utah-Daggett County,Utah,Daggett County,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,204,193,111,14,35,33,19,431,409,22,5,430,412,18,4,"53,080"
Utah-Davis County,Utah,Davis County,49,11,1,0,1,0,0,0,0,1,0,0,0,1,3,2,2,"8,164","39,074","69,046","60,224",5,22,39,34,"152,995","146,384","6,611",4,"155,339","149,809","5,530",4,"70,456"
Utah-Duchesne County,Utah,Duchesne County,49,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1,482","3,815","3,888","1,745",14,35,36,16,"9,321","8,917",404,4,"9,602","9,257",345,4,"61,386"
Utah-Emery County,Utah,Emery County,49,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,675,"2,103","2,999",826,10,32,45,13,"4,726","4,435",291,6,"4,613","4,372",241,5,"52,070"
Utah-Garfield County,Utah,Garfield County,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,"1,047","1,378",679,8,31,41,20,"2,791","2,531",260,9,"2,726","2,491",235,9,"43,798"
Utah-Grand County,Utah,Grand County,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,"1,549","2,688","1,626",9,24,42,25,"5,474","5,044",430,8,"5,515","5,171",344,6,"42,368"
Utah-Iron County,Utah,Iron County,49,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2,315","6,171","9,618","6,497",9,25,39,26,"19,435","18,338","1,097",6,"19,950","19,057",893,5,"43,439"
Utah-Juab County,Utah,Juab County,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,"2,009","2,269",831,10,35,40,15,"4,711","4,469",242,5,"4,817","4,622",195,4,"51,942"
Utah-Kane County,Utah,Kane County,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,"1,332","2,153","1,278",6,26,43,25,"3,484","3,295",189,5,"3,581","3,417",164,5,"46,350"
Utah-Millard County,Utah,Millard County,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,027","2,290","2,805","1,435",14,30,37,19,"5,919","5,672",247,4,"6,009","5,797",212,4,"51,424"
Utah-Morgan County,Utah,Morgan County,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,"1,451","2,079","1,834",2,26,38,33,"4,517","4,331",186,4,"4,587","4,433",154,3,"83,496"
Utah-Piute County,Utah,Piute County,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,457,371,197,11,40,32,17,485,448,37,8,462,431,31,7,"37,897"
Utah-Rich County,Utah,Rich County,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,537,576,241,5,38,41,17,986,940,46,5,"1,002",965,37,4,"54,640"
Utah-Salt Lake County,Utah,Salt Lake County,49,35,1,0,1,1,1,1,1,3,0,5,0,2,1,8,4,"70,071","147,960","221,835","197,678",11,23,35,31,"571,229","545,729","25,500",5,"577,571","556,398","21,173",4,"61,716"
Utah-San Juan County,Utah,San Juan County,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,434","2,730","2,623","1,529",17,33,32,18,"5,705","5,234",471,8,"5,614","5,193",421,8,"40,327"
Utah-Sanpete County,Utah,Sanpete County,49,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1,778","4,241","6,134","3,192",12,28,40,21,"11,093","10,457",636,6,"11,078","10,575",503,5,"45,338"
Utah-Sevier County,Utah,Sevier County,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,269","4,158","5,116","2,068",10,33,41,16,"9,292","8,780",512,6,"9,278","8,863",415,5,"49,877"
Utah-Summit County,Utah,Summit County,49,43,0,0,1,0,0,0,1,0,1,0,2,2,0,0,1,"1,673","4,045","6,764","11,865",7,17,28,49,"22,102","21,166",936,4,"22,608","21,849",759,3,"81,907"
Utah-Tooele County,Utah,Tooele County,49,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,671","10,287","13,520","6,795",8,31,41,20,"28,570","26,995","1,575",6,"28,911","27,540","1,371",5,"59,400"
Utah-Uintah County,Utah,Uintah County,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,681","6,980","6,612","3,143",14,36,34,16,"15,712","15,018",694,4,"15,926","15,363",563,4,"62,028"
Utah-Utah County,Utah,Utah County,49,49,1,1,0,0,0,0,2,1,1,2,0,2,1,4,3,"16,592","43,913","102,938","93,938",6,17,40,36,"249,450","238,673","10,777",4,"255,571","246,669","8,902",4,"60,069"
Utah-Wasatch County,Utah,Wasatch County,49,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1,485","2,814","5,211","4,760",10,20,37,33,"12,233","11,650",583,5,"12,716","12,251",465,4,"64,423"
Utah-Washington County,Utah,Washington County,49,53,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,"7,152","22,578","33,910","22,858",8,26,39,26,"59,513","56,185","3,328",6,"61,496","58,842","2,654",4,"50,378"
Utah-Wayne County,Utah,Wayne County,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,503,740,445,4,29,42,25,"1,385","1,231",154,11,"1,386","1,256",130,9,"38,945"
Utah-Weber County,Utah,Weber County,49,57,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,"15,712","40,733","52,272","31,845",11,29,37,23,"114,875","108,555","6,320",6,"116,198","111,160","5,038",4,"54,055"
Utah-Utah,Utah,Utah,49,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"147,352","380,031","595,786","487,433",9,24,37,30,"1,409,607","1,343,885","65,722",5,"1,431,104","1,376,946","54,158",4,"59,715"
Vermont-Addison County,Vermont,Addison County,50,1,3,0,1,1,4,8,7,8,27,38,22,44,29,57,42,"2,294","8,014","5,662","8,823",9,32,23,36,"20,891","20,035",856,4,"20,982","20,164",818,4,"54,683"
Vermont-Bennington County,Vermont,Bennington County,50,3,10,2,7,8,15,22,47,50,124,104,91,174,128,168,108,"2,582","8,098","7,001","8,454",10,31,27,32,"19,312","18,309","1,003",5,"19,052","18,140",912,5,"48,290"
Vermont-Caledonia County,Vermont,Caledonia County,50,5,0,0,2,0,1,1,1,1,5,2,2,3,6,7,7,"2,205","7,686","5,900","5,723",10,36,27,27,"15,794","14,935",859,5,"15,549","14,768",781,5,"43,011"
Vermont-Chittenden County,Vermont,Chittenden County,50,7,3,5,7,9,8,4,11,13,40,39,31,56,68,104,60,"6,266","21,977","25,505","48,338",6,22,25,47,"95,170","91,952","3,218",3,"94,810","91,841","2,969",3,"62,618"
Vermont-Essex County,Vermont,Essex County,50,9,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,782,"2,022","1,196",690,17,43,26,15,"2,869","2,662",207,7,"2,857","2,663",194,7,"36,140"
Vermont-Franklin County,Vermont,Franklin County,50,11,2,1,0,1,2,0,0,2,4,2,6,8,12,13,15,"3,671","12,361","9,049","7,770",11,38,28,24,"27,555","26,405","1,150",4,"27,362","26,239","1,123",4,"55,912"
Vermont-Grand Isle County,Vermont,Grand Isle County,50,13,0,0,1,0,0,0,1,0,3,4,1,5,5,8,9,437,"1,636","1,532","1,567",8,32,30,30,"4,079","3,880",199,5,"4,063","3,872",191,5,"57,559"
Vermont-Lamoille County,Vermont,Lamoille County,50,15,0,1,1,2,0,0,0,4,4,2,4,5,3,7,9,"1,241","5,251","4,240","6,147",7,31,25,36,"13,918","13,134",784,6,"13,916","13,194",722,5,"46,742"
Vermont-Orange County,Vermont,Orange County,50,17,3,2,3,2,3,0,3,2,10,11,9,17,19,34,28,"1,800","7,330","5,359","6,186",9,35,26,30,"16,236","15,560",676,4,"16,035","15,412",623,4,"51,348"
Vermont-Orleans County,Vermont,Orleans County,50,19,0,0,1,2,0,1,1,2,2,2,1,2,2,5,1,"2,682","7,783","4,804","4,133",14,40,25,21,"13,890","12,927",963,7,"13,885","12,996",889,6,"40,522"
Vermont-Rutland County,Vermont,Rutland County,50,21,3,4,3,2,2,3,12,16,61,75,73,116,98,178,100,"4,615","15,158","11,616","12,183",11,35,27,28,"32,358","30,607","1,751",5,"32,010","30,456","1,554",5,"45,757"
Vermont-Washington County,Vermont,Washington County,50,23,2,1,3,6,4,2,2,6,9,12,7,15,12,11,23,"2,721","12,426","10,753","15,929",7,30,26,38,"34,627","33,147","1,480",4,"34,369","32,983","1,386",4,"52,619"
Vermont-Windham County,Vermont,Windham County,50,25,7,1,3,7,5,9,16,22,75,68,58,85,69,113,83,"2,953","9,951","8,381","10,707",9,31,26,33,"24,146","23,008","1,138",5,"23,874","22,861","1,013",4,"46,642"
Vermont-Windsor County,Vermont,Windsor County,50,27,6,1,5,3,5,4,4,11,39,49,51,93,71,185,113,"3,072","13,677","10,846","14,216",7,33,26,34,"30,373","29,122","1,251",4,"30,100","28,973","1,127",4,"51,218"
Vermont-Vermont,Vermont,Vermont,50,999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"37,321","133,370","111,844","150,866",9,31,26,35,"351,209","335,680","15,529",4,"348,868","334,563","14,305",4,"52,511"
Virginia-Accomack County,Virginia,Accomack County,51,1,2,4,5,10,31,10,1,12,17,9,3,4,7,7,3,"5,238","9,109","5,389","4,102",22,38,23,17,"16,237","15,093","1,144",7,"16,024","14,984","1,040",7,"38,064"
Virginia-Albemarle County,Virginia,Albemarle County,51,3,3,4,7,4,8,0,4,3,16,26,43,43,31,30,32,"5,725","12,073","14,193","34,888",9,18,21,52,"52,646","50,099","2,547",5,"54,006","51,631","2,375",4,"70,032"
Virginia-Alleghany County,Virginia,Alleghany County,51,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2,050","4,370","3,493","1,946",17,37,29,16,"7,542","7,036",506,7,"7,282","6,843",439,6,"44,983"
Virginia-Amelia County,Virginia,Amelia County,51,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"1,903","3,284","2,573","1,267",21,36,29,14,"6,186","5,820",366,6,"6,242","5,914",328,5,"52,055"
Virginia-Amherst County,Virginia,Amherst County,51,9,0,0,0,0,0,0,1,0,1,1,5,6,13,5,4,"4,669","7,742","6,021","3,895",21,35,27,17,"15,832","14,864",968,6,"15,888","15,027",861,5,"47,268"
Virginia-Appomattox County,Virginia,Appomattox County,51,11,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,"1,899","4,078","3,092","1,606",18,38,29,15,"7,172","6,711",461,6,"7,188","6,781",407,6,"44,062"
Virginia-Arlington County,Virginia,Arlington County,51,13,5,2,3,8,7,16,11,30,33,31,16,21,10,34,28,"10,837","14,611","20,250","115,624",7,9,13,72,"145,333","140,362","4,971",3,"145,962","141,282","4,680",3,"101,533"
Virginia-Augusta County,Virginia,Augusta County,51,15,1,0,0,1,1,0,0,5,9,15,35,35,25,17,27,"8,332","21,938","12,074","10,487",16,42,23,20,"36,973","35,045","1,928",5,"37,065","35,329","1,736",5,"54,834"
Virginia-Bath County,Virginia,Bath County,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,"1,394","1,012",694,10,40,29,20,"2,583","2,447",136,5,"2,634","2,517",117,4,"42,951"
Virginia-Bedford County,Virginia,Bedford County,51,19,3,0,0,0,0,1,2,3,2,0,5,11,19,10,5,"6,131","16,112","14,853","12,346",12,33,30,25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Virginia-Bland County,Virginia,Bland County,51,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,853,"2,044","1,490",755,17,40,29,15,"2,882","2,688",194,7,"2,903","2,729",174,6,"41,939"
Virginia-Botetourt County,Virginia,Botetourt County,51,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,"2,316","8,056","7,460","5,916",10,34,31,25,"17,667","16,742",925,5,"17,829","16,967",862,5,"61,005"
